0,10003,7,1494128040
0,10004,7,1467529800
0,10018,9,1513344120
0,10021,9,1424497980
0,10022,7,1427627340
0,10023,7,1428738480
0,10024,4,1429359420
0,10025,4,1433590980
0,10028,10,1425108480
0,10029,9,1513602720
0,10038,9,1495625940
0,10039,8,1427980080
0,10047,8,1453603020
0,10048,7,1394114760
0,10055,8,1449023340
0,10056,6,1451354580
0,10064,8,1418548800
0,10068,9,1428730380
0,10069,7,1430816940
0,10071,9,1419057780
0,10072,8,1419662760
0,10073,7,1421845740
0,10087,6,1455366120
0,10093,7,1454330280
0,10095,6,1423398360
0,10096,5,1427543880
0,10100,7,1485828840
0,10101,7,1451906940
0,10104,8,1454133300
0,10107,7,1475065740
0,10110,8,1449932280
0,10117,6,1417861080
0,10128,7,1458972120
0,10132,9,1403325360
0,10154,6,1429963980
0,10173,8,1451450460
0,10185,7,1473424740
0,10200,10,1483582800
0,10201,8,1411203480
0,10204,7,1411430520
0,10215,7,1452407820
0,10217,8,1423819860
0,10218,7,1425733320
0,10238,8,1431828000
0,10241,6,1428124680
0,10250,8,1428410400
0,10262,10,1426916400
0,10286,7,1432448460
0,10330,10,1388915880
0,10334,6,1439017920
0,10349,6,1489312440
0,10371,7,1501936680
0,10395,8,1452179460
0,10399,7,1494658920
0,10433,7,1496214240
0,10441,6,1428159480
0,10453,8,1449327840
0,10482,7,1423891920
0,10488,6,1459256820
0,10489,9,1426164480
0,10494,6,1504613460
0,10501,8,1449368340
0,10504,9,1426254780
0,10514,8,1462067280
0,10546,10,1394354220
0,10561,8,1421476740
0,10563,7,1489225500
0,10592,6,1505982840
0,10614,3,1438409760
0,10629,8,1429710180
0,10630,8,1462602240
0,10647,6,1434248460
0,10701,7,1423288920
0,10742,8,1449024420
0,10746,7,1442579400
0,10793,9,1423573320
0,10800,8,1462441260
0,10813,8,1501673820
0,10874,7,1515239220
0,10896,6,1462017900
0,10919,7,1456832340
0,10941,7,1457400720
0,10955,7,1425124080
0,10970,9,1468675260
0,10980,7,1452516180
2,10001,10,1323502620
2,10030,6,1314800520
2,10038,10,1310563440
2,10049,8,1323988920
2,10055,7,1313675040
2,10056,9,1313751660
2,10061,8,1335588720
2,10062,6,1336599300
2,10100,5,1311943320
2,10104,10,1337733600
2,10107,6,1315992480
2,10178,7,1328192400
2,10244,10,1318021320
2,10936,9,1317588960
2,10962,5,1326230640
3,10005,10,1395836040
3,10006,9,1395922560
3,10007,9,1396009740
3,10014,8,1385301300
3,10015,9,1395060420
3,10018,7,1396620780
3,10019,9,1427460300
3,10020,9,1359329700
3,10033,9,1413986700
3,10034,9,1414157700
3,10035,9,1414294380
3,10037,10,1395360300
3,10038,10,1395360360
3,10046,8,1393738500
3,10047,10,1397281020
3,10050,10,1430226660
3,10053,7,1422194400
3,10058,9,1396736340
3,10063,5,1393746900
3,10067,7,1393053840
3,10073,9,1395153360
3,10087,7,1364425320
3,10103,7,1364250180
3,10104,9,1383051240
3,10105,10,1357253640
3,10106,9,1391377020
3,10107,9,1388494200
3,10138,6,1390393200
3,10147,7,1390828800
3,10155,7,1395068220
3,10156,7,1395708600
3,10157,7,1395667980
3,10158,7,1395840840
3,10159,6,1395930960
3,10161,5,1396104360
3,10162,7,1396018080
3,10163,6,1396264380
3,10164,6,1396360440
3,10165,8,1396449060
3,10166,6,1396534980
3,10167,7,1416836040
3,10169,6,1417010160
3,10170,7,1417182600
3,10171,7,1417354860
3,10172,7,1417527840
3,10215,6,1394486520
3,10230,9,1388756220
3,10244,10,1387460880
3,10250,10,1393708440
3,10269,6,1394147280
3,10281,10,1403527140
3,10282,6,1393251060
3,10284,10,1394659020
3,10301,10,1391465220
3,10323,6,1386770280
3,10329,8,1390312800
3,10334,6,1360709700
3,10381,8,1406119620
3,10389,7,1390912920
3,10405,6,1392039480
3,10410,7,1400769480
3,10411,6,1417434300
3,10421,6,1389876180
3,10422,5,1437132060
3,10432,6,1385903100
3,10470,7,1384177740
3,10480,7,1398954780
3,10503,7,1418477820
3,10519,9,1398429960
3,10540,4,1389184380
3,10555,9,1380117120
3,10564,7,1383571560
3,10568,6,1387888080
3,10572,3,1394311080
3,10580,7,1437311100
3,10609,8,1378387620
3,10636,6,1403272680
3,10640,7,1382189640
3,10647,8,1396878360
3,10670,5,1380545340
3,10680,6,1384343940
3,10729,8,1382275020
3,10758,8,1422169560
3,10764,8,1393331460
3,10843,7,1393944240
3,10871,9,1389700680
3,10874,6,1415971200
3,10882,6,1403701740
3,10896,6,1394572080
3,10900,3,1393502640
3,10950,6,1406557560
3,10962,9,1396183860
4,10015,6,1388157780
4,10017,10,1555482120
4,10019,9,1415320680
4,10021,9,1415837820
4,10026,4,1475112060
4,10027,4,1475196240
4,10041,10,1388071380
4,10045,7,1420347720
4,10049,8,1504140480
4,10069,7,1413794940
4,10089,9,1413547320
4,10093,4,1444441200
4,10107,8,1422065160
4,10110,5,1478770800
4,10111,1,1478864100
4,10112,1,1479086940
4,10113,8,1550636940
4,10114,8,1421886660
4,10117,7,1479733260
4,10118,7,1479790080
4,10119,7,1384691160
4,10121,6,1415062920
4,10133,3,1466297220
4,10140,5,1475287140
4,10142,5,1475372460
4,10149,9,1499994540
4,10153,2,1494030540
4,10178,8,1499562900
4,10183,10,1424828820
4,10185,7,1444355460
4,10189,5,1499653740
4,10215,7,1484963160
4,10232,2,1552023420
4,10256,8,1444719420
4,10329,8,1547619360
4,10330,10,1425344880
4,10335,9,1414205580
4,10343,10,1551949380
4,10345,7,1415146560
4,10365,7,1388245500
4,10389,8,1549256940
4,10401,8,1447550460
4,10406,6,1473816300
4,10411,4,1533868980
4,10421,5,1473554580
4,10438,7,1433405460
4,10452,9,1551421380
4,10502,6,1465867080
4,10512,7,1416963600
4,10514,10,1415407440
4,10551,7,1445995320
4,10564,8,1421631840
4,10590,8,1553920380
4,10605,5,1448241840
4,10647,9,1451096460
4,10651,3,1449799440
4,10670,9,1405267080
4,10680,3,1546664760
4,10696,3,1503802680
4,10735,7,1500084900
4,10736,8,1500085680
4,10737,8,1500174660
4,10738,7,1500175380
4,10739,3,1500176100
4,10793,10,1425431460
4,10813,8,1429232940
4,10843,7,1465958880
4,10898,6,1514181060
4,10920,6,1442566620
4,10962,10,1420763700
4,10998,8,1424396040
8,10001,10,1468992000
8,10002,10,1437473520
8,10016,10,1440516300
8,10028,10,1448291820
8,10036,7,1456775640
8,10048,9,1431015540
8,10055,10,1433834760
8,10107,8,1425790380
8,10110,10,1436242140
8,10111,10,1437217080
8,10112,7,1437334800
8,10200,10,1430636220
8,10301,8,1435970100
9,10001,10,1192335840
9,10020,10,1200982500
9,10048,10,1192608600
9,10100,10,1197885300
9,10101,10,1208456460
9,10102,10,1188254700
9,10103,10,1182916740
9,10107,10,1201689360
9,10114,10,1196176680
9,10173,10,1204456140
9,10262,10,1208840580
9,10341,10,1201842180
9,10514,10,1197889440
9,10561,10,1189316820
9,10670,10,1138363800
9,10697,10,1207121940
9,10710,10,1206688320
9,10758,10,1120909740
9,10758,10,1192292940
9,10793,10,1199887920
9,10970,10,1196770920
9,10970,10,1550153280
10,10018,10,1178920620
10,10021,10,1079924340
10,10038,10,1135173960
10,10038,10,1261164720
10,10048,8,1472521560
10,10048,10,1220444340
10,10102,10,1215740760
10,10107,10,1325920380
10,10282,10,1327689300
10,10555,8,1259286060
10,10688,10,1219394580
10,10729,10,1272041700
13,10012,10,1250850360
13,10016,1,1255108920
13,10020,10,1253380200
13,10041,10,1403781540
13,10086,10,1145146620
13,10100,10,1466509200
13,10102,10,1266169380
13,10107,10,1321236900
13,10113,10,1157631240
13,10114,10,1166610900
13,10173,10,1472271840
13,10200,10,1142995980
13,10200,10,1241264220
13,10200,10,1406580300
13,10245,8,1250903760
13,10330,3,1396716000
13,10440,10,1405859940
13,10489,10,1254685560
13,10758,10,1077768840
13,10953,1,1359522660
14,10001,10,1328960520
